Tamanho,AVL_Media,RB_Media,B1_Media,B5_Media,B10_Media
291,11559.60,7283.60,7912.60,5928.30,5342.50
292,11706.80,7375.50,8008.00,6002.60,5347.20
293,11707.60,7436.60,7954.70,5975.70,5258.20
294,11740.70,7400.70,8013.10,6072.30,5361.00
295,11730.00,7472.60,7960.60,6004.70,5423.50
296,11788.80,7517.70,8029.10,6084.30,5410.40
297,11822.30,7537.80,7995.10,6065.30,5431.80
298,11994.50,7629.90,8196.70,6138.80,5464.10
299,11956.30,7531.80,8122.30,6178.70,5460.20
300,11996.80,7579.90,8172.00,6220.20,5507.70
301,12020.20,7726.00,8195.60,6201.30,5586.40
302,12113.00,7613.80,8264.20,6204.30,5534.60
303,12158.20,7685.40,8347.10,6195.00,5587.10
304,12188.70,7762.30,8266.90,6307.70,5615.70
305,12261.00,7770.70,8354.00,6315.30,5684.70
306,12296.60,7776.60,8439.50,6332.80,5636.60
307,12357.10,7843.00,8375.30,6322.60,5660.50
308,12372.20,7815.30,8578.60,6373.80,5839.00
309,12384.60,7875.10,8424.90,6404.00,5798.70
310,12516.60,7827.20,8417.60,6466.60,5827.00
311,12455.10,7858.50,8470.00,6469.70,5871.70
312,12501.60,7946.40,8602.20,6515.80,5988.30
313,12642.60,7978.90,8409.30,6484.50,5813.50
314,12652.70,8052.10,8664.60,6549.80,5949.90
315,12719.20,8057.10,8552.30,6689.90,5876.80
316,12732.90,8037.80,8703.30,6593.60,5937.70
317,12857.50,8010.90,8799.50,6584.60,5987.50
318,12869.80,8171.00,8801.10,6615.20,5944.50
319,12895.90,8203.00,8663.20,6694.70,6067.00
320,12981.30,8161.20,8916.80,6686.10,6090.00
321,12994.80,8215.50,8792.60,6735.10,6235.70
322,13077.40,8231.00,8804.50,6804.70,6140.30
323,13130.10,8320.40,8788.30,6731.30,6135.10
324,13181.40,8351.30,8901.60,6878.70,6200.30
325,13221.70,8305.40,8921.20,6741.90,6205.60
326,13238.00,8349.30,8955.50,6821.20,6157.30
327,13296.30,8386.60,8972.70,6873.10,6374.80
328,13398.00,8429.90,8947.60,6911.00,6351.10
329,13303.70,8417.80,9014.00,6941.90,6381.30
330,13430.60,8397.80,9170.60,6923.10,6463.70
331,13422.50,8506.40,9201.90,6999.90,6373.70
332,13534.00,8530.00,9151.00,7006.70,6443.00
333,13570.80,8471.30,9204.50,7041.70,6429.20
334,13612.20,8529.30,9198.80,7114.90,6488.20
335,13596.00,8578.50,9198.90,7083.50,6444.30
336,13705.70,8596.30,9330.00,7076.90,6586.10
337,13712.40,8703.00,9364.10,7101.50,6636.00
338,13818.00,8698.50,9370.30,7171.10,6691.20
339,13827.50,8680.10,9457.50,7236.60,6609.80
340,13954.60,8832.90,9396.20,7253.70,6712.70
341,13904.70,8798.60,9513.20,7229.30,6654.80
342,14000.80,8754.40,9484.60,7325.10,6793.30
343,14008.80,8740.70,9482.70,7203.80,6767.90
344,14075.30,8764.70,9618.40,7189.00,6709.50
345,14135.90,8868.80,9429.10,7296.10,6789.80
346,14188.60,8889.10,9624.50,7348.50,6891.50
347,14249.40,8990.20,9720.90,7393.20,6891.40
348,14320.00,8995.60,9652.20,7446.70,6903.40
349,14323.60,8915.40,9674.90,7492.40,6957.40
350,14395.30,9021.50,9700.40,7468.50,6992.70
351,14380.00,9008.40,9789.00,7480.10,6985.80
352,14512.60,9019.90,9774.30,7426.90,7012.60
353,14475.40,9028.50,9786.10,7538.90,6935.30
354,14644.60,9077.90,9875.00,7656.80,7059.70
355,14593.90,9076.60,9901.60,7602.00,7042.60
356,14700.90,9172.40,9818.50,7700.20,7069.80
357,14653.50,9191.90,9976.40,7620.90,7077.60
358,14759.20,9296.20,10024.60,7697.40,7094.70
359,14835.70,9272.60,9952.70,7706.00,7152.10
360,14899.60,9371.20,10073.60,7689.90,7184.50
361,14837.60,9339.20,10058.70,7794.80,7265.60
362,14899.80,9279.10,10160.90,7745.10,7226.10
363,15004.40,9274.20,10077.40,7762.20,7230.40
364,15071.10,9379.90,10272.30,7828.20,7333.30
365,15086.10,9527.30,10107.70,7832.90,7388.60
366,15118.10,9432.90,10133.10,7849.60,7347.70
367,15191.40,9567.20,10276.40,7898.10,7355.10
368,15213.60,9559.90,10183.80,7893.50,7397.00
369,15180.90,9601.60,9986.70,7988.40,7397.00
370,15375.10,9562.70,10309.90,8024.00,7421.90
371,15369.20,9592.40,10399.20,8000.00,7505.50
372,15440.10,9680.50,10357.00,8005.80,7445.60
373,15478.90,9676.50,10451.80,8057.50,7567.70
374,15578.80,9725.90,10420.40,8148.50,7543.40
375,15571.50,9702.80,10593.10,8073.80,7589.80
376,15613.40,9882.30,10529.80,8172.40,7563.30
377,15680.00,9856.80,10520.50,8220.30,7689.70
378,15728.00,9900.50,10553.60,8165.10,7621.80
379,15649.70,9897.00,10633.10,8240.80,7651.00
380,15801.80,9878.60,10645.20,8247.80,7634.20
381,15891.00,9920.90,10741.70,8216.10,7757.60
382,15929.30,9961.40,10793.10,8252.60,7794.60
